hedId	Level	rdfs:label	omn:SubClassOf	Attributes	dc:description	owm:EquivalentTo 
HED_0012802	2	Control-variable	Organizational-property	reserved	An aspect of the experiment that is fixed throughout the study and usually is explicitly controlled.	Organizational-property and (reserved value true)
HED_0012803	3	Control-variable-#	Control-variable	takesValue, valueClass=nameClass	Name of the control variable.	Control-variable and (valueClass some nameClass)
HED_0012804	2	Def	Organizational-property	requireChild, reserved	A HED-specific utility tag used with a defined name to represent the tags associated with that definition.	Organizational-property and (reserved value true)
HED_0012805	3	Def-#	Def	takesValue, valueClass=nameClass	Name of the definition.	Def and (valueClass some nameClass)
HED_0012806	2	Def-expand	Organizational-property	requireChild, reserved, tagGroup	A HED specific utility tag that is grouped with an expanded definition. The child value of the Def-expand is the name of the expanded definition.	Organizational-property and (reserved value true) and (tagGroup value true)
HED_0012807	3	Def-expand-#	Def-expand	takesValue, valueClass=nameClass		Def-expand and (valueClass some nameClass)
HED_0012808	2	Definition	Organizational-property	requireChild, reserved, topLevelTagGroup	A HED-specific utility tag whose child value is the name of the concept and the tag group associated with the tag is an English language explanation of a concept.	Organizational-property and (reserved value true) and (topLevelTagGroup value true)
HED_0012809	3	Definition-#	Definition	takesValue, valueClass=nameClass	Name of the definition.	Definition and (valueClass some nameClass)
HED_0012810	2	Event-context	Organizational-property	reserved, topLevelTagGroup, unique	A special HED tag inserted as part of a top-level tag group to contain information about the interrelated conditions under which the event occurs. The event context includes information about other events that are ongoing when this event happens.	Organizational-property and (reserved value true) and (topLevelTagGroup value true) and (unique value true)
HED_0012811	2	Event-stream	Organizational-property	reserved	A special HED tag indicating that this event is a member of an ordered succession of events.	Organizational-property and (reserved value true)
HED_0012812	3	Event-stream-#	Event-stream	takesValue, valueClass=nameClass	Name of the event stream.	Event-stream and (valueClass some nameClass)
HED_0012813	2	Experimental-intertrial	Organizational-property	reserved	A tag used to indicate a part of the experiment between trials usually where nothing is happening.	Organizational-property and (reserved value true)
HED_0012814	3	Experimental-intertrial-#	Experimental-intertrial	takesValue, valueClass=nameClass	Optional label for the intertrial block.	Experimental-intertrial and (valueClass some nameClass)
HED_0012815	2	Experimental-trial	Organizational-property	reserved	Designates a run or execution of an activity, for example, one execution of a script. A tag used to indicate a particular organizational part in the experimental design often containing a stimulus-response pair or stimulus-response-feedback triad.	Organizational-property and (reserved value true)
HED_0012816	3	Experimental-trial-#	Experimental-trial	takesValue, valueClass=nameClass	Optional label for the trial (often a numerical string).	Experimental-trial and (valueClass some nameClass)
HED_0012817	2	Indicator-variable	Organizational-property	reserved	An aspect of the experiment or task that is measured as task conditions are varied during the experiment. Experiment indicators are sometimes called dependent variables.	Organizational-property and (reserved value true)
HED_0012818	3	Indicator-variable-#	Indicator-variable	takesValue, valueClass=nameClass	Name of the indicator variable.	Indicator-variable and (valueClass some nameClass)
HED_0012819	2	Recording	Organizational-property	reserved	A tag designating the data recording. Recording tags are usually have temporal scope which is the entire recording.	Organizational-property and (reserved value true)
HED_0012820	3	Recording-#	Recording	takesValue, valueClass=nameClass	Optional label for the recording.	Recording and (valueClass some nameClass)
HED_0012821	2	Task	Organizational-property	reserved	An assigned piece of work, usually with a time allotment. A tag used to indicate a linkage the structured activities performed as part of the experiment.	Organizational-property and (reserved value true)
HED_0012822	3	Task-#	Task	takesValue, valueClass=nameClass	Optional label for the task block.	Task and (valueClass some nameClass)
HED_0012823	2	Time-block	Organizational-property	reserved	A tag used to indicate a contiguous time block in the experiment during which something is fixed or noted.	Organizational-property and (reserved value true)
HED_0012824	3	Time-block-#	Time-block	takesValue, valueClass=nameClass	Optional label for the task block.	Time-block and (valueClass some nameClass)
HED_0012825	1	Sensory-property	Property		Relating to sensation or the physical senses.	Property
HED_0012826	2	Sensory-attribute	Sensory-property		A sensory characteristic associated with another entity.	Sensory-property
HED_0012827	3	Auditory-attribute	Sensory-attribute		Pertaining to the sense of hearing.	Sensory-attribute
HED_0012828	4	Loudness	Auditory-attribute		Perceived intensity of a sound.	Auditory-attribute
HED_0012829	5	Loudness-#	Loudness	takesValue, valueClass=numericClass, valueClass=nameClass		Loudness and (valueClass some numericClass) and (valueClass some nameClass)
HED_0012830	4	Pitch	Auditory-attribute		A perceptual property that allows the user to order sounds on a frequency scale.	Auditory-attribute
HED_0012831	5	Pitch-#	Pitch	takesValue, valueClass=numericClass, unitClass=frequencyUnits		Pitch and (valueClass some numericClass) and (unitClass some frequencyUnits)
HED_0012832	4	Sound-envelope	Auditory-attribute		Description of how a sound changes over time.	Auditory-attribute
HED_0012833	5	Sound-envelope-attack	Sound-envelope		The time taken for initial run-up of level from nil to peak usually beginning when the key on a musical instrument is pressed.	Sound-envelope
HED_0012834	6	Sound-envelope-attack-#	Sound-envelope-attack	takesValue, valueClass=numericClass, unitClass=timeUnits		Sound-envelope-attack and (valueClass some numericClass) and (unitClass some timeUnits)
HED_0012835	5	Sound-envelope-decay	Sound-envelope		The time taken for the subsequent run down from the attack level to the designated sustain level.	Sound-envelope
HED_0012836	6	Sound-envelope-decay-#	Sound-envelope-decay	takesValue, valueClass=numericClass, unitClass=timeUnits		Sound-envelope-decay and (valueClass some numericClass) and (unitClass some timeUnits)
HED_0012837	5	Sound-envelope-release	Sound-envelope		The time taken for the level to decay from the sustain level to zero after the key is released.	Sound-envelope
HED_0012838	6	Sound-envelope-release-#	Sound-envelope-release	takesValue, valueClass=numericClass, unitClass=timeUnits		Sound-envelope-release and (valueClass some numericClass) and (unitClass some timeUnits)
HED_0012839	5	Sound-envelope-sustain	Sound-envelope		The time taken for the main sequence of the sound duration, until the key is released.	Sound-envelope
HED_0012840	6	Sound-envelope-sustain-#	Sound-envelope-sustain	takesValue, valueClass=numericClass, unitClass=timeUnits		Sound-envelope-sustain and (valueClass some numericClass) and (unitClass some timeUnits)
HED_0012841	4	Sound-volume	Auditory-attribute		The sound pressure level (SPL) usually the ratio to a reference signal estimated as the lower bound of hearing.	Auditory-attribute
HED_0012842	5	Sound-volume-#	Sound-volume	takesValue, valueClass=numericClass, unitClass=intensityUnits		Sound-volume and (valueClass some numericClass) and (unitClass some intensityUnits)
HED_0012843	4	Timbre	Auditory-attribute		The perceived sound quality of a singing voice or musical instrument.	Auditory-attribute
HED_0012844	5	Timbre-#	Timbre	takesValue, valueClass=nameClass		Timbre and (valueClass some nameClass)
HED_0012845	3	Gustatory-attribute	Sensory-attribute		Pertaining to the sense of taste.	Sensory-attribute
HED_0012846	4	Bitter	Gustatory-attribute		Having a sharp, pungent taste.	Gustatory-attribute
HED_0012847	4	Salty	Gustatory-attribute		Tasting of or like salt.	Gustatory-attribute
HED_0012848	4	Savory	Gustatory-attribute		Belonging to a taste that is salty or spicy rather than sweet.	Gustatory-attribute
HED_0012849	4	Sour	Gustatory-attribute		Having a sharp, acidic taste.	Gustatory-attribute
HED_0012850	4	Sweet	Gustatory-attribute		Having or resembling the taste of sugar.	Gustatory-attribute
HED_0012851	3	Olfactory-attribute	Sensory-attribute		Having a smell.	Sensory-attribute
HED_0012852	3	Somatic-attribute	Sensory-attribute		Pertaining to the feelings in the body or of the nervous system.	Sensory-attribute
HED_0012853	4	Pain	Somatic-attribute		The sensation of discomfort, distress, or agony, resulting from the stimulation of specialized nerve endings.	Somatic-attribute
HED_0012854	4	Stress	Somatic-attribute		The negative mental, emotional, and physical reactions that occur when environmental stressors are perceived as exceeding the adaptive capacities of the individual.	Somatic-attribute
HED_0012855	3	Tactile-attribute	Sensory-attribute		Pertaining to the sense of touch.	Sensory-attribute
